location_id,pm2_5,pm10,no2,so2,o3,co,aqi
manual-delhi,64.12,85.27,15.77,2.5,46.84,528.63,4
manual-mumbai,1.25,4.2,0.07,0.13,39.86,82.11,1
manual-bangalore,11.46,17.73,13.95,3.34,16.88,281.58,2
12,15.68,22.5,6.29,1.31,27.61,308.03,2
13,63.35,85.06,14,2.33,52.29,494.06,4
15,62.28,82.71,15.03,2.45,48.04,520.72,4
16,64.12,85.27,15.77,2.5,46.84,528.63,4
17,62.28,82.71,15.03,2.45,48.04,520.72,4
22,7.49,12.21,1.94,0.77,39.49,141.03,1
50,63.35,85.06,14,2.33,52.29,494.06,4
103,64.12,85.27,15.77,2.5,46.84,528.63,4
235,64.12,85.27,15.77,2.5,46.84,528.63,4
236,64.12,85.27,15.77,2.5,46.84,528.63,4
286,14.68,16.16,16.12,3.67,0.47,388.85,2
301,62.28,82.71,15.03,2.45,48.04,520.72,4
346,62.38,88.09,14.44,2.17,53.07,475.73,4
354,17.34,26.82,9.45,1.51,21.35,356.85,2
378,40.02,48.64,17.16,4.64,36.2,435.12,3
407,3.6,6.56,9.21,4.77,18.94,159.81,1
412,5.97,9.88,8.17,1.69,17.16,200.08,1
431,64.12,85.27,15.77,2.5,46.84,528.63,4
594,9.59,14.87,12.37,2.74,16.43,260.35,1
697,12.65,15.41,0.81,0.65,72.37,158.58,2
703,10.05,22.47,3.92,0.66,47.63,163.28,2
716,9,10.12,0.8,0.53,70.08,158.29,2
797,11.46,17.73,13.95,3.34,16.88,281.58,2
854,8.41,11.08,3.13,0.68,19.28,183.18,1
860,28.71,33.87,5.4,0.87,53.26,374.39,3
910,9.02,10.56,0.66,0.41,70.8,153.33,2
985,12.42,15.94,12.51,3.07,11.91,374.03,2
2345,12.12,16.83,4.09,0.93,71.98,315.68,2
2445,7.14,11.85,1.81,0.68,38.48,140.28,1
2456,17.34,26.82,9.45,1.51,21.35,356.85,2
2459,3.81,7.4,9.14,3.66,16.95,173.45,1
2460,9.02,10.56,0.66,0.41,70.8,153.33,2
2461,43.2,51.92,14.01,3.26,47.23,426.57,3
2463,17.34,26.82,9.45,1.51,21.35,356.85,2
2503,63.35,85.06,14,2.33,52.29,494.06,4
2549,44.64,52.56,13.22,3.98,53.59,393.89,3
2583,72.88,94.39,8.11,4.26,68.16,476.25,4
2585,1.26,2.16,0.83,0.22,35.48,87.81,1
2586,43.2,51.92,14.01,3.26,47.23,426.57,3
2587,61.75,81.22,15.72,2.52,45.37,534.81,4
2589,11.46,17.73,13.95,3.34,16.88,281.58,2
2591,15.46,19.18,6.32,0.93,13.99,351.98,2
2592,9.59,14.87,12.37,2.74,16.43,260.35,1
2593,14.85,17.21,17.86,4.04,5.5,369.93,2
2594,3.81,7.4,9.14,3.66,16.95,173.45,1
2595,15.68,22.5,6.29,1.31,27.61,308.03,2
2596,1.54,3.25,5.41,1.13,21.01,139.14,1
2597,62.28,82.71,15.03,2.45,48.04,520.72,4
2598,1.25,4.2,0.07,0.13,39.86,82.11,1
3459,10.92,12.6,16.83,4.82,8.63,402.29,2
3460,10.92,12.6,16.83,4.82,8.63,402.29,2
5404,63.35,85.06,14,2.33,52.29,494.06,4
5408,5.85,9.91,6.16,1.44,25.78,182.3,1
5443,12.53,14.27,4.12,1.76,44.73,158.36,2
5505,20.85,26.69,5.57,1.67,22.78,324.41,2
5509,64.12,85.27,15.77,2.5,46.84,528.63,4
5540,63.35,85.06,14,2.33,52.29,494.06,4
5541,64.12,85.27,15.77,2.5,46.84,528.63,4
5542,72.43,96.41,9.07,2.61,44.2,513.41,4
5544,64.65,88.77,12.42,3.76,54.53,442.93,4
5546,15.94,18.83,10.45,6.39,17.75,385.66,2
5547,9.59,14.87,12.37,2.74,16.43,260.35,1
5548,11.46,17.73,13.95,3.34,16.88,281.58,2
5551,78.7,106.35,9.31,3.36,50.71,597.6,5
5552,62.38,88.09,14.44,2.17,53.07,475.73,4
5558,40.02,48.64,17.16,4.64,36.2,435.12,3
5559,14.68,16.16,16.12,3.67,0.47,388.85,2
5565,8.41,11.08,3.13,0.68,19.28,183.18,1
5566,10.34,14.36,3.64,0.98,13.79,266.61,2
5569,68.15,89.75,9.09,2.92,46,465.59,4
5570,62.28,82.71,15.03,2.45,48.04,520.72,4
5574,11.46,17.73,13.95,3.34,16.88,281.58,2
5576,46.24,64.77,11.99,2.28,61.78,484.32,3
5581,63.35,85.06,14,2.33,52.29,494.06,4
5585,15.31,28,15.42,6.55,25.93,292.38,2
5586,61.75,81.22,15.72,2.52,45.37,534.81,4
5587,10.05,22.47,3.92,0.66,47.63,163.28,2
5588,63.26,82.92,18.54,2.86,36.64,600.95,4
5590,15.46,19.18,6.32,0.93,13.99,351.98,2
5592,12.13,22.29,12.93,8.13,15.09,323.9,2
5593,1.25,4.2,0.07,0.13,39.86,82.11,1
5594,11.28,14.46,9.77,2.65,17.72,335.27,2
5596,5.85,9.91,6.16,1.44,25.78,182.3,1
5598,61.75,81.22,15.72,2.52,45.37,534.81,4
5599,3.12,6.17,8.99,2.85,17.43,171.1,1
5601,93.45,119.15,19,6.25,53.82,760.01,5
5602,21.76,26.56,13.2,8.01,10.66,434.34,2
5603,13.68,15.7,5.77,2.17,31.91,169.17,2
5604,17.34,26.82,9.45,1.51,21.35,356.85,2
5607,5.97,9.88,8.17,1.69,17.16,200.08,1
5608,14.88,17.31,4.02,1.07,18.37,317.96,2
5609,16.95,22.22,2.98,1.43,42.21,195.19,2
5610,63.35,85.06,14,2.33,52.29,494.06,4
5611,6.29,8.18,4.3,2.21,29.28,165.63,1
5612,12.12,16.83,4.09,0.93,71.98,315.68,2
5613,64.12,85.27,15.77,2.5,46.84,528.63,4
5614,9.02,10.56,0.66,0.41,70.8,153.33,2
5615,20.04,24.39,9.22,6.55,15.76,367.37,2
5616,64.12,85.27,15.77,2.5,46.84,528.63,4
5617,61.75,81.22,15.72,2.52,45.37,534.81,4
5619,7.25,9.12,6.74,1.08,9.14,303.83,1
5621,13.05,15.11,4.27,1.6,29.38,204.21,2
5622,63.35,85.06,14,2.33,52.29,494.06,4
5623,3.12,6.17,8.99,2.85,17.43,171.1,1
5624,3.12,6.17,8.99,2.85,17.43,171.1,1
5625,69.54,90.04,10.72,3.65,48.81,467.49,4
5626,63.35,85.06,14,2.33,52.29,494.06,4
5627,61.75,81.22,15.72,2.52,45.37,534.81,4
5628,12.07,16.79,5.09,3.51,33.48,180.61,2
5630,63.35,85.06,14,2.33,52.29,494.06,4
5631,3,7.57,3.95,1.36,30.74,125.66,1
5632,5.62,7.12,3.3,0.81,40.64,171.79,1
5633,12.12,16.83,4.09,0.93,71.98,315.68,2
5634,61.75,81.22,15.72,2.52,45.37,534.81,4
5635,16.29,21.86,4.2,0.99,75.49,339.46,2
5636,11.54,13.38,2.65,0.84,46.8,185.77,2
5638,12.46,19.45,6.14,0.77,36.32,205.14,2
5639,62.28,82.71,15.03,2.45,48.04,520.72,4
5641,64.12,85.27,15.77,2.5,46.84,528.63,4
5642,8.82,10.83,7.81,2.91,24.53,180.91,1
5644,11.46,17.73,13.95,3.34,16.88,281.58,2
5645,3.12,6.17,8.99,2.85,17.43,171.1,1
5646,0.57,1.77,1.01,0.44,31.9,78.01,1
5647,3.81,7.4,9.14,3.66,16.95,173.45,1
5648,8.2,10.3,9.02,3.76,14.28,258.74,1
5649,18.06,28.63,14.42,1.84,7.3,375.71,2
5650,62.28,82.71,15.03,2.45,48.04,520.72,4
5652,13.59,16.33,14.43,3.41,10.23,345.79,2
5655,43.2,51.92,14.01,3.26,47.23,426.57,3
5657,17.34,26.82,9.45,1.51,21.35,356.85,2
5659,17.34,26.82,9.45,1.51,21.35,356.85,2
5661,1.26,2.16,0.83,0.22,35.48,87.81,1
5662,15.68,22.5,6.29,1.31,27.61,308.03,2
5664,9.37,13.78,5.24,1.45,35.7,179.92,1
5665,64.12,85.27,15.77,2.5,46.84,528.63,4
5667,8.26,9.94,3.49,1.36,41.15,150.75,1
5742,64.12,85.27,15.77,2.5,46.84,528.63,4
5743,63.35,85.06,14,2.33,52.29,494.06,4
5744,61.75,81.22,15.72,2.52,45.37,534.81,4
5745,14.29,16.91,1.76,1.25,61.07,197.95,2
5753,64.12,85.27,15.77,2.5,46.84,528.63,4
5754,61.75,81.22,15.72,2.52,45.37,534.81,4
5755,64.12,85.27,15.77,2.5,46.84,528.63,4
5759,64.12,85.27,15.77,2.5,46.84,528.63,4
5760,62.81,84.2,14.34,2.39,50.69,506.72,4
5761,63.35,85.06,14,2.33,52.29,494.06,4
5762,63.35,85.06,14,2.33,52.29,494.06,4
5763,64.82,88.89,16.28,2.55,50.42,520.52,4
5765,61.75,81.22,15.72,2.52,45.37,534.81,4
5766,61.75,81.22,15.72,2.52,45.37,534.81,4
6310,9.02,10.56,0.66,0.41,70.8,153.33,2
6314,62.81,84.2,14.34,2.39,50.69,506.72,4
6338,6,7.06,0.25,0.33,73.64,71.79,2
6356,63.35,85.06,14,2.33,52.29,494.06,4
6357,63.35,85.06,14,2.33,52.29,494.06,4
6358,64.12,85.27,15.77,2.5,46.84,528.63,4
6359,64.12,85.27,15.77,2.5,46.84,528.63,4
6442,79.2,100.5,7.24,3.71,60.08,503.13,5
6443,20.85,26.69,5.57,1.67,22.78,324.41,2
6920,8.77,13.63,4.44,1,0.67,257.35,1
6923,71.26,101.25,21.32,6.63,55.86,677.93,4
6924,64.12,85.27,15.77,2.5,46.84,528.63,4
6927,1.42,4.79,0.08,0.15,39.38,82.18,1
6928,1.25,4.19,0.14,0.26,39.92,82.4,1
6929,64.12,85.27,15.77,2.5,46.84,528.63,4
6930,70.13,97.12,15.21,5.06,57.4,580.2,4
6931,62.28,82.71,15.03,2.45,48.04,520.72,4
6932,64.82,88.89,16.28,2.55,50.42,520.52,4
6933,16.53,18.51,5.57,2.53,44.7,176.52,2
6934,61.75,81.22,15.72,2.52,45.37,534.81,4
6935,48.36,79.11,8.08,1.45,79.14,368.99,3
6936,62.58,84.85,12.24,2.16,57.69,459.77,4
6937,2.91,8.27,4.86,1.44,33.13,130.68,1
6938,64.12,85.27,15.77,2.5,46.84,528.63,4
6939,53.69,93.89,9.99,2.46,55.33,408.24,4
6940,69.54,90.04,10.72,3.65,48.81,467.49,4
6941,8.76,10.63,7.91,1.6,28.35,196.78,1
6942,2.7,7.28,3.19,1.36,32.05,115.76,1
6943,1.07,3.22,0.07,0.1,38.65,81.3,1
6944,55.33,83.18,12.06,1.7,59.53,431.41,4
6945,1.25,4.2,0.07,0.13,39.86,82.11,1
6946,9,10.12,0.8,0.53,70.08,158.29,2
6947,58.9,77.99,16.21,2.83,46.73,564.11,4
6948,1.25,4.2,0.07,0.13,39.86,82.11,1
6949,62.22,84.12,17.49,2.79,43.1,566.46,4
6950,9.02,10.56,0.66,0.41,70.8,153.33,2
6951,66.28,92.73,18.57,2.78,48.55,547.05,4
6952,44.29,88.81,8.81,1.67,66.65,346.86,3
6953,63.03,83.56,16.44,2.63,43.67,553.79,4
6954,5.95,10.04,11.39,1.86,10.72,236.87,1
6955,1.23,2.68,6.74,0.9,20.29,141.3,1
6956,1.25,4.2,0.07,0.13,39.86,82.11,1
6957,61.75,81.22,15.72,2.52,45.37,534.81,4
6958,67.48,96.4,18.92,2.88,46.14,540,4
6959,1.25,4.2,0.07,0.13,39.86,82.11,1
6960,64.12,85.27,15.77,2.5,46.84,528.63,4
6961,11.36,12.53,1.73,0.85,65.65,366.42,2
6962,2.48,6.6,1.8,3.29,36.35,90.78,1
6963,59.45,91.79,12.45,1.93,62.47,446.38,4
6964,67.04,90.67,11.81,3.66,57.04,471.29,4
6965,1.25,4.19,0.14,0.26,39.92,82.4,1
6966,0.5,0.74,0.27,0.08,34.92,77.54,1
6967,1.25,4.2,0.07,0.13,39.86,82.11,1
6968,5.68,14.51,4.51,4.09,33.29,188.36,1
6969,48.37,86.63,8.03,1.62,76.67,351.94,3
6970,53.95,78.01,19.95,2.91,43.4,596.58,4
6971,64.76,95.18,14.02,3.27,61.65,463.14,4
6972,59.38,77.16,15.67,2.53,43.9,540.99,4
6973,11.46,17.73,13.95,3.34,16.88,281.58,2
6974,11.46,17.73,13.95,3.34,16.88,281.58,2
6975,9.59,14.87,12.37,2.74,16.43,260.35,1
6976,67.93,91.57,19.12,3.48,45.81,608.5,4
6978,61.23,79.72,16.42,2.58,42.68,548.98,4
6979,65.44,88.86,17.62,2.76,47.89,553.16,4
6980,61.75,81.22,15.72,2.52,45.37,534.81,4
6981,9.02,10.56,0.66,0.41,70.8,153.33,2
6982,1.37,3.15,2,0.4,27.43,107.21,1
6983,11.46,17.73,13.95,3.34,16.88,281.58,2
6984,5.97,9.88,8.17,1.69,17.16,200.08,1
6985,65.04,85.55,18.18,3.18,41.65,596.25,4
6986,61.23,79.72,16.42,2.58,42.68,548.98,4
6987,1.25,4.2,0.07,0.13,39.86,82.11,1
6988,61.75,81.22,15.72,2.52,45.37,534.81,4
7005,64.12,85.27,15.77,2.5,46.84,528.63,4
7044,62.28,82.71,15.03,2.45,48.04,520.72,4
7140,17.73,27.76,9.61,1.62,19.99,370.08,2
7153,2.19,4.61,0.62,0.13,25.36,131.1,1
7280,57.01,73.11,15.61,2.55,42.42,547.16,4
7281,57.01,73.11,15.61,2.55,42.42,547.16,4
7282,67.56,95.03,15.91,3.2,51.72,529.74,4
7283,62.38,88.09,14.44,2.17,53.07,475.73,4
7289,3.48,6.96,4.06,1.79,30.89,156.57,1
7292,14,16.07,5.39,2.92,35.25,165.26,2
7299,15.06,17.36,2.39,0.81,44.2,313.54,2
7434,64.12,85.27,15.77,2.5,46.84,528.63,4
7494,14.68,16.16,16.12,3.67,0.47,388.85,2
7495,13.59,16.33,14.43,3.41,10.23,345.79,2
7583,2.05,4.27,7.87,2.26,20.38,158.83,1
7641,0.5,0.5,0.09,0,27.88,78.9,1
7646,0.62,0.66,1.51,0.07,29,78.69,1
7647,0.62,0.66,1.51,0.07,29,78.69,1
7672,0.5,0.58,0.25,0.09,47.4,100.05,1
7720,68.54,94.26,19.93,4.05,51.25,626.55,4
7752,1.12,3.32,0.22,0.38,38.77,82.05,1
7777,1.23,2.68,6.74,0.9,20.29,141.3,1
7833,67.93,91.57,19.12,3.48,45.81,608.5,4
7850,1.25,4.2,0.07,0.13,39.86,82.11,1
7880,3.3,6.08,3.7,0.72,16.93,145.21,1
7901,0.5,0.71,0.35,0.12,34.65,77.6,1
7979,9.48,11.03,2.05,1.08,66.18,349.59,2
8035,1.22,2.58,5.18,0.83,19.39,130.06,1
8039,1.25,4.2,0.07,0.13,39.86,82.11,1
8088,50.73,92.56,5.14,1.49,85.62,408.67,4
8092,64.12,85.27,15.77,2.5,46.84,528.63,4
8118,64.12,85.27,15.77,2.5,46.84,528.63,4
8153,4.39,8.57,5.32,1.56,25.14,176.91,1
8171,3.71,8.39,4.95,7.68,32.72,110.49,1
8172,9.02,10.56,0.66,0.41,70.8,153.33,2
8190,0.57,1.77,1.01,0.44,31.9,78.01,1
8235,63.35,85.06,14,2.33,52.29,494.06,4
8239,61.75,81.22,15.72,2.52,45.37,534.81,4
8245,13.1,15.61,3.31,0.85,36.07,343.08,2
8319,67.32,88.89,18.31,2.91,40.36,590.41,4
8365,61.75,81.22,15.72,2.52,45.37,534.81,4
8415,7.14,11.85,1.81,0.68,38.48,140.28,1
8472,63.35,85.06,14,2.33,52.29,494.06,4
8475,64.12,85.27,15.77,2.5,46.84,528.63,4
8556,9.43,18.9,1.81,0.55,88.62,190.93,2
8557,3.6,6.56,9.21,4.77,18.94,159.81,1
8558,43.2,51.92,14.01,3.26,47.23,426.57,3
8634,73.57,105.42,15.96,3.28,76.19,685.51,4
8664,69.85,94.66,8.34,2.06,52.63,560.67,4
8895,0.6,0.62,0.13,0.02,38.95,83.31,1
8914,5.36,10.39,9.3,2.88,22,211.84,1
8915,63.35,85.06,14,2.33,52.29,494.06,4
8916,0.5,0.89,0.29,0.09,34.93,77.65,1
8917,63.35,85.06,14,2.33,52.29,494.06,4
8933,0.5,0.58,0.25,0.09,47.4,100.05,1
8938,0.5,0.5,0.09,0,27.88,78.9,1
8939,0.5,0.5,0.09,0,27.88,78.9,1
8971,0.5,0.58,0.25,0.09,47.4,100.05,1
8975,1.55,1.65,0.51,0.04,12.46,122.29,1
8976,1.55,1.65,0.51,0.04,12.46,122.29,1
9149,0.54,0.57,0.15,0.04,26.34,99.56,1
9552,0.71,0.74,0.18,0.02,37.2,86.44,1
9708,6,7.06,0.25,0.33,73.64,71.79,2
9709,6,7.06,0.25,0.33,73.64,71.79,2
9922,0.71,0.74,0.18,0.02,37.2,86.44,1
9985,0.71,0.74,0.18,0.02,37.2,86.44,1
10091,3.77,4.89,0.15,0.44,77.76,82.07,2
10202,0.82,0.9,0.31,0.02,29.59,109.97,1
10203,0.82,0.9,0.31,0.02,29.59,109.97,1
10306,0.71,0.74,0.18,0.02,37.2,86.44,1
10438,0.71,0.74,0.18,0.02,37.2,86.44,1
10482,9.47,19.09,1.7,0.59,88.9,171.14,2
10484,62.28,82.71,15.03,2.45,48.04,520.72,4
10485,64.82,88.89,16.28,2.55,50.42,520.52,4
10486,63.35,85.06,14,2.33,52.29,494.06,4
10487,64.12,85.27,15.77,2.5,46.84,528.63,4
10488,62.81,84.2,14.34,2.39,50.69,506.72,4
10489,64.12,85.27,15.77,2.5,46.84,528.63,4
10537,1.23,2.41,2.76,0.34,19.02,106.43,1
10545,14.15,19.31,4.41,0.75,52.96,224.7,2
10599,13.59,16.33,14.43,3.41,10.23,345.79,2
10609,3.48,6.96,4.06,1.79,30.89,156.57,1
10630,13.46,16,14.63,2.36,7.16,364.68,2
10633,9.02,10.56,0.66,0.41,70.8,153.33,2
10645,12.87,15.83,12.49,2.37,10.71,343.23,2
10670,12.33,15.45,10.97,2.77,15.01,321.41,2
10695,65.3,92.45,13.07,3.49,58.72,460.12,4
10697,13.59,16.33,14.43,3.41,10.23,345.79,2
10725,59.48,84.48,16.74,2.45,45.4,522.5,4
10747,0.51,1.16,0.23,0.1,37.33,80.71,1
10780,43.2,51.92,14.01,3.26,47.23,426.57,3
10820,61.75,81.22,15.72,2.52,45.37,534.81,4
10823,11.28,14.46,9.77,2.65,17.72,335.27,2
10825,62.28,82.71,15.03,2.45,48.04,520.72,4
10831,63.35,85.06,14,2.33,52.29,494.06,4
10844,9,10.12,0.8,0.53,70.08,158.29,2
10851,8.52,10.36,0.57,0.34,69.3,145.29,2
10895,7.63,11.6,7.39,1.19,24.28,211.83,1
10896,14,16.07,5.39,2.92,35.25,165.26,2
10897,3.12,6.17,8.99,2.85,17.43,171.1,1
10898,0.5,1.07,0.42,0.19,36.72,79.61,1
10900,62.28,82.71,15.03,2.45,48.04,520.72,4
10901,4.76,6.4,2.47,0.49,4.8,162.63,1
10902,2.19,4.74,4.34,0.74,25.95,138.65,1
10903,8.76,10.63,7.91,1.6,28.35,196.78,1
10904,9.02,10.56,0.66,0.41,70.8,153.33,2
10905,64.76,95.18,14.02,3.27,61.65,463.14,4
10906,66.28,92.73,18.57,2.78,48.55,547.05,4
10907,15.55,19.42,4.64,1.38,41.72,314.9,2
10908,59.38,77.16,15.67,2.53,43.9,540.99,4
10909,16.68,25.88,20.2,5.42,15.38,378.79,2
10910,69.01,97.64,18.55,3.87,49.91,583.31,4
10911,14.11,16.21,2.16,1.48,48.91,377.46,2
10912,15.55,19.42,4.64,1.38,41.72,314.9,2
10913,6.22,7.75,3.29,0.84,41.7,178.78,1
10914,71.77,92.94,8.98,4.06,61.71,473.33,4
10915,0.77,2.38,0.94,0.42,33.52,78.22,1
10916,0.5,0.89,0.29,0.09,34.93,77.65,1
10917,20.93,26.25,5.63,1.88,27.5,330.31,2
10918,9.02,10.56,0.66,0.41,70.8,153.33,2
10919,64.9,85.49,17.56,2.68,41.34,563.47,4
10920,59.38,77.16,15.67,2.53,43.9,540.99,4
10921,62.28,82.71,15.03,2.45,48.04,520.72,4
11577,3.08,7.09,5.66,0.89,20.24,167.27,1
11578,43.2,51.92,14.01,3.26,47.23,426.57,3
11579,43.2,51.92,14.01,3.26,47.23,426.57,3
11580,1.79,5.19,2.24,1.07,30.65,108.31,1
11581,43.2,51.92,14.01,3.26,47.23,426.57,3
11582,0.65,1.78,0.25,0.17,35.29,78.13,1
11583,4.11,8.45,1.43,0.58,36.06,138.31,1
11602,1.25,4.2,0.07,0.13,39.86,82.11,1
11603,64.12,85.27,15.77,2.5,46.84,528.63,4
11604,1.25,4.2,0.07,0.13,39.86,82.11,1
11606,1.25,4.19,0.14,0.26,39.92,82.4,1
11607,61.75,81.22,15.72,2.52,45.37,534.81,4
11608,1.64,3.09,1.47,0.4,26.98,102.68,1
11609,1.26,2.16,0.83,0.22,35.48,87.81,1
11610,1.57,3.38,1.02,0.32,29.85,95.27,1
11611,1.25,4.2,0.07,0.13,39.86,82.11,1
11612,1.07,3.22,0.07,0.1,38.65,81.3,1
11613,1.26,2.16,0.83,0.22,35.48,87.81,1
12024,1.25,4.2,0.07,0.13,39.86,82.11,1
12039,1.25,4.2,0.07,0.13,39.86,82.11,1
12040,1.25,4.2,0.07,0.13,39.86,82.11,1
12041,1.24,2.61,3.77,0.46,21.74,118.26,1
12042,1.64,3.09,1.47,0.4,26.98,102.68,1
12043,1.47,3.17,7.3,2.53,20.57,141.9,1
12044,1.25,4.19,0.14,0.26,39.92,82.4,1
12045,15.68,22.5,6.29,1.31,27.61,308.03,2
12046,44.64,52.56,13.22,3.98,53.59,393.89,3
42240,8.76,10.63,7.91,1.6,28.35,196.78,1
44513,0.84,2.92,0.14,0.11,38.62,82.57,1
44514,1.67,3.46,7.06,1.57,18.13,146.03,1
44515,0.96,1.88,2.29,0.2,24.41,104.36,1
45008,31.59,43.16,20.09,2.77,16.04,498.54,3
60656,5.37,8.97,9.44,0.86,8.72,219.07,1
60657,2.71,5.09,5.75,0.8,12.46,164.75,1
60658,1.26,2.16,0.83,0.22,35.48,87.81,1
60659,31.59,39.94,17.83,2.69,19.73,452.54,3
60660,1.26,2.16,0.83,0.22,35.48,87.81,1
60661,1.25,4.2,0.07,0.13,39.86,82.11,1
220265,39.16,64.51,12.59,1.96,62.84,444.61,3
220353,0.93,3.53,0.12,0.11,38.82,83.11,1
223145,7.36,11.81,8.91,2.5,14.15,248.58,1
223146,8.43,11.67,3.71,0.81,11.47,223.29,1
227384,12.51,16.15,6.79,1.49,22.13,315.7,2
227386,17.43,25.47,8.3,1.34,22.51,340.59,2
227387,12.51,16.15,6.79,1.49,22.13,315.7,2
227533,2.8,7.78,4.03,1.4,32.59,123.21,1
227534,2.9,7.23,3.34,1.37,30.32,118.19,1
227535,33.28,39.63,6.93,1.02,51.29,413.48,3
227536,3,7.57,3.95,1.36,30.74,125.66,1
227931,30.35,36.33,6.13,1.01,57.17,396.1,3
228297,2.8,7.78,4.03,1.4,32.59,123.21,1
228298,3,7.57,3.95,1.36,30.74,125.66,1
228299,2.8,7.78,4.03,1.4,32.59,123.21,1
228300,3,7.57,3.95,1.36,30.74,125.66,1
228301,2.91,8.27,4.86,1.44,33.13,130.68,1
228303,3,7.57,3.95,1.36,30.74,125.66,1
228352,30.35,36.33,6.13,1.01,57.17,396.1,3
228397,15.46,19.18,6.32,0.93,13.99,351.98,2
228403,15.46,19.18,6.32,0.93,13.99,351.98,2
228840,16.5,24.29,9.37,4.16,30.32,426.5,2
229195,15.46,19.18,6.32,0.93,13.99,351.98,2
229252,15.68,22.5,6.29,1.31,27.61,308.03,2
229404,17.34,26.82,9.45,1.51,21.35,356.85,2
229473,5.77,9.58,8.59,1.42,14.39,206.34,1
229728,11.25,16.43,10.83,3.9,17.89,401.12,2
229729,25.33,31.06,5.56,1.01,46.3,357.19,3
229730,14.7,18.9,18.02,3.9,0.25,451.79,2
229731,10.68,14.24,10.48,3.62,17.92,375.44,2
229985,14.22,16.36,17.31,2.61,2.43,401.96,2
229987,11.28,14.46,9.77,2.65,17.72,335.27,2
233414,40.51,50.02,8.73,1.69,55.59,459.48,3
233415,71.77,92.94,8.98,4.06,61.71,473.33,4
233416,12.51,16.15,6.79,1.49,22.13,315.7,2
233470,73.57,105.42,15.96,3.28,76.19,685.51,4
234568,15.68,22.5,6.29,1.31,27.61,308.03,2
234997,28.71,33.87,5.4,0.87,53.26,374.39,3
236406,17.33,18.75,14.46,14,20.11,427.2,2
270697,93.45,119.15,19,6.25,53.82,760.01,5
270703,20.64,23.3,27.74,15.05,0.7,361.42,2
270704,15.51,18.78,16.5,4.57,2.44,471.58,2
270708,18.26,19.14,5.31,1.48,9.03,202.54,2
270720,24.67,28.31,21.55,18.67,11.58,421.45,2
270721,36.8,43.28,34.52,37.94,4.89,669.6,3
270722,14.47,17.43,13.8,7.76,19.62,305.04,2
270723,29.7,35.12,28.47,26.74,4.07,603.17,3
270724,14.68,16.16,16.12,3.67,0.47,388.85,2
270725,23.86,27.06,19.76,13.62,12.31,391.67,2
270726,10.6,15.03,7.21,3.27,26.96,350.28,2
270727,17.15,19.21,15.41,10.23,14.21,295.67,2
270728,15.61,18.01,19.58,5.12,0.23,488.05,2
270729,11.26,14.69,7.92,3.58,23.64,277.56,2
270730,14.61,16.43,18.56,2.56,0.11,415.68,2
270737,9.76,13.5,8.68,3.28,24.65,369.96,1
270771,93.45,119.15,19,6.25,53.82,760.01,5
270774,13.86,16.98,14.02,5.5,16.4,307.79,2
270775,21.48,23.71,18.9,11.52,10.92,364.69,2
270777,93.45,119.15,19,6.25,53.82,760.01,5
270877,93.45,119.15,19,6.25,53.82,760.01,5
278159,28.71,33.87,5.4,0.87,53.26,374.39,3
278418,71.77,92.94,8.98,4.06,61.71,473.33,4
278671,10.95,15.09,7.24,0.79,33.76,325.77,2
301387,3,7.57,3.95,1.36,30.74,125.66,1
301388,65.44,88.86,17.62,2.76,47.89,553.16,4
301389,77.19,98.86,6.92,4.71,74.72,489.12,5
301390,4.11,8.45,1.43,0.58,36.06,138.31,1
301391,13.78,17,16.12,3.26,4.85,408.55,2
301670,1.35,2.94,7.23,0.77,19.22,144.47,1
304956,17.27,19.05,20.51,7.95,0.46,379.88,2
306252,14.75,17.15,18.54,3.74,0.48,447.08,2
307463,8.27,10.29,7.11,1.15,17,290.8,1
309803,1.58,3.83,2.33,0.43,28.28,113.31,1
313410,0.85,1.52,2.2,0.13,6.57,107.16,1
313411,7.63,11.6,7.39,1.19,24.28,211.83,1
313923,0.84,1.43,2.54,0.13,8.38,110.92,1
